Place Name,State,Latitude,Longitude
"Maangelwada, Jawhar, Maharashtra",Not Delhi,19.907251,73.229721
"Durga Agraharam, Vijayawada, Andhra Pradesh",Not Delhi,16.515804,80.633980
"Thirunagar, Tamil Nadu",Not Delhi,9.884512,78.052353
"Jaltolia, Bihar",Not Delhi,26.368320,84.400032
"Adajan, Surat, Gujarat",Not Delhi,21.192572,72.799736
"Suthiya Pura, Bharuch, Gujarat",Not Delhi,21.699881,72.993675
"Humchand Nagar, Kannad, Maharashtra",Not Delhi,20.261080,75.133263
"Changra Nagar, Saahrsa, Bihar",Not Delhi,25.883163,86.613335
"Kavi Nagar, Ghaziabad, Uttar Pradesh",Not Delhi,28.663649,77.452271
"Royal City, Thanjavur, Tamil Nadu",Not Delhi,10.794356,79.152161
"Mangal Nagar, Saharanpur, Uttar Pradesh",Not Delhi,29.967157,77.552391
"Arundelpet, Guntur, Andhra Pradesh",Not Delhi,16.305141,80.440300
"Shahapur, Belgaum, Karnataka",Not Delhi,15.842956,74.517593
"Kapileswar Colony, Belgaum, Karnataka",Not Delhi,15.848490,74.519058
"Eiswari Nagar, Thanjavur, Tamil Nadu",Not Delhi,10.764780,79.111809
"Juhi, Kanpur, Uttar Pradesh",Not Delhi,26.441172,80.318527
"Nature Valley Homes Saroli, Surat, Gujarat",Not Delhi,21.194984,72.885963
"Enayat Colony, Gaya, Bihar",Not Delhi,24.793182,85.003525
"Edalakudi, Nagercoil, Tamil Nadu",Not Delhi,8.165975,77.445312
"Vadiveeswaram, Tamil Nadu",Not Delhi,8.145766,77.428604
"Sevvalpatti, Kovilpatti, Tamil Nadu",Not Delhi,9.179168,77.873825
"Tandon Bagicha, Damoh, Madhya Pradesh",Not Delhi,23.831814,79.435226
"Rangirkhari, Silchar, Assam",Not Delhi,24.811365,92.796753
"Bajepratappur, Burdwan, West Bengal",Not Delhi,23.259977,87.876320
"West Vinod Nagar, New Delhi",Delhi,28.702398,77.220932
"Nathayyapalem, Visakhapatnam, Andhra Pradesh",Not Delhi,17.711826,83.196381
"Hmar Veng, Kolasib, Mizoram",Not Delhi,24.236986,92.676147
"Bhaba Nagar, Brahmapur, Odisha",Not Delhi,19.312681,84.804306
"Krishna Colony, Hindaun City, Rajasthan",Not Delhi,26.737024,77.026207
"Kareemabad, Warangal, Telangana",Not Delhi,17.960342,79.593246
"Bekarbandh, Dhanbad, Jharkhand",Not Delhi,23.801523,86.425964
"Palakkad, Pollachi, Tamil Nadu",Not Delhi,10.660207,76.996727
"Morya Nagar, Nala Sopara, Maharashtra",Not Delhi,19.426611,72.813583
"Korroni Thanda, Telangana",Not Delhi,16.694265,78.910080
"Jamb, Hinganghat, Maharashtra",Not Delhi,20.538774,78.831268
"Esplanade, Chennai, Tamil Nadu",Not Delhi,13.084411,80.281616
"Namarer Bagan, Chandannagar, West Bengal",Not Delhi,22.846764,88.367058
"Kali Bazar, Gangasagar, West Bengal",Not Delhi,21.647655,88.076469
"Kaliket Nagar, Danapur, Bihar",Not Delhi,25.611723,85.046730
"Shah-Hamdan Colony, Srinagar, Kashmir",Not Delhi,34.035198,74.817482
"Kukatpally, Telangana",Not Delhi,17.494944,78.399734
"Kanaknagar, Rajkot, Gujarat",Not Delhi,22.297983,70.824631
"H block, Sector 63, Noida",Not Delhi,28.628454,77.376945
"Santoshpur, Kolkata, West Bengal",Not Delhi,22.487022,88.387131
"Birla Nagar, Gwalior, Madhya Pradesh",Not Delhi,26.233717,78.187790
"Kendua Sonatore, West Bengal",Not Delhi,23.899002,87.538818
"Pipradeora, Maharajganj, Uttar Pradesh",Not Delhi,27.140041,83.550888
"Arra, Kanpur, Uttar Pradesh",Not Delhi,26.401413,80.302307
"Araria Mahalla, Araria, Bihar",Not Delhi,26.134132,87.448013
"Bapu Park, South Extension I, New Delhi",Delhi,28.575327,77.223526
"Uttarahalli Hobli, Bengaluru, Karnataka",Not Delhi,12.906880,77.552177
"Tavarekere, Bengaluru, Karnataka",Not Delhi,12.926159,77.605797
"Hebbal, Bengaluru, Karnataka",Not Delhi,13.035781,77.597008
"Chikkajala, Karnataka",Not Delhi,13.171509,77.635330
"Majestic, Bengaluru, Karnataka",Not Delhi,12.977439,77.570839
"Yeshwanthpur, Karnataka",Not Delhi,13.027966,77.540916
"Sonnenahalli, Bengaluru, Karnataka",Not Delhi,12.937803,77.483101
"Nagarbhavi, Bengaluru, Karnataka",Not Delhi,12.961025,77.512688
"Bahadurpura, Hyderabad, Telangana",Not Delhi,17.357674,78.461906
"Edappally, Kochi, Kerala",Not Delhi,10.023286,76.311371
"Mukundwadi, Maharashtra",Not Delhi,19.855619,75.380325
"Vikaspuri, New Delhi",Delhi,28.638754,77.073807
"Nathalal Colony, Ahmedabad, Gujarat",Not Delhi,23.046453,72.560043
"Nigam Nagar, Ahmedabad, Gujarat",Not Delhi,23.110266,72.591690
"Moula Ali, Secunderabad, Telangana",Not Delhi,17.460293,78.557838
"Konark Nagar, Nashik, Maharashtra",Not Delhi,20.021883,73.849785
"Kendranagar, Vadodara, Gujarat",Not Delhi,22.291061,73.243126
"Kapila Prasad, Bhubaneshwar, Odisha",Not Delhi,20.234053,85.816391
"Dangui Colony, Mapusa, Goa",Not Delhi,15.596698,73.813065
"Laxminagar Colony, Saidabad, Hyderabad, Telangana",Not Delhi,17.354765,78.512520
"Sadar Bazar, Bhopalgarh, Rajasthan",Not Delhi,26.654217,73.498299
"Krishna Nagar, Veraval, Gujarat",Not Delhi,20.908331,70.358711
"Yerramukkapalli, Kadapa, Andhra Pradesh",Not Delhi,14.462670,78.823837
"Maradu, Ernakulam, Kerala",Not Delhi,9.936811,76.323204
"Mahesh Nagar, Jaipur, Rajasthan",Not Delhi,26.878786,75.784187
Sushant Lok Phase I,Not Delhi,28.463531,77.076950
"Thillaipuram, Periyapatti, Tamil Nadu",Not Delhi,11.217669,78.162872
"Morya Heights, Kharghar, Navi Mumbai, Maharashtra",Not Delhi,19.046707,73.080780
"Madhapar, Bhuj, Gujarat",Not Delhi,23.239769,69.669014
"Gomti Nagar, Lucknow, Uttar Pradesh",Not Delhi,26.862410,81.020348
"Subhash Nagar, Bhilwara, Rajasthan",Not Delhi,25.341543,74.655357
"Gachibowli, Telangana",Not Delhi,17.440081,78.348915
"Vadgaon Budruk, Pune, Maharashtra",Not Delhi,18.466921,73.826561
"Yamuna Nivas, Khadewadi, Maharashtra",Not Delhi,18.444799,73.809181
"Chheharta, Amritsar, Punjab",Not Delhi,31.626261,74.789291
"Mannans Colony, Hyderabad, Telangana",Not Delhi,17.356298,78.448547
"Kodamkulangara, Ernakulam, Kerala",Not Delhi,9.957396,76.342911
"Gaonri, Rajasthan",Not Delhi,24.581760,76.165329
"Tudiyana, Dausa, Rajasthan",Not Delhi,26.891129,76.332848
"Jayraj Plot, Rajkot, Gujarat",Not Delhi,22.290136,70.810135
"Shastri Nagar, New Delhi",Delhi,28.670048,77.181854
"Masjid Moth, Southe Extension II, New Delhi",Delhi,28.562492,77.219406
"Khajrana, Indore, Madhya Pradesh",Not Delhi,22.731457,75.914391
"Ramnagar, Morena, Madhya Pradesh",Not Delhi,26.504740,78.005814
"Kandigai, Chennai, Tamil Nadu",Not Delhi,13.124620,80.193176
"Saidabad, Hyderabad, Telangana",Not Delhi,17.357361,78.511192
"Bhoothnath Nagar, Lalapur, Uttar Pradesh",Not Delhi,28.070620,80.486359
"Karave Village, Navi Mumbai, Maharashtra",Not Delhi,19.016426,73.010269
"Supaul, Bihar",Not Delhi,27.282644,84.599503
"Hyde Park district, Jaipur, Rajasthan",Not Delhi,26.848520,75.787766
"Ber Sarai, Munirka, New Delhi",Delhi,28.549587,77.180496
"Peyodu, Tamil Nadu",Not Delhi,8.159477,77.353973
"Borda, Margao, Goa",Not Delhi,15.286691,73.969780
"Namli, Madhya Pradesh",Not Delhi,23.459316,75.062576
"Marapalam, Erode, Tamil Nadu",Not Delhi,11.338637,77.731224
"Nehru Nagar, Ghaziabad, Uttar Pradesh",Not Delhi,28.653933,77.445244
"New Sneh Nagar, Nagpur, Maharashtra",Not Delhi,21.106831,79.065918
"Khalsa, Mansa, Punjab",Not Delhi,29.995493,75.394318
"Men, Bihar",Not Delhi,25.027067,84.885452
"Shenda Park, Kolhapur, Maharashtra",Not Delhi,16.669649,74.237007
"Akurdi, Vitthalvadi, Pimpri-Chinchwad, Maharashtra",Not Delhi,18.650890,73.778496
"Rakab Ganj, New Delhi",Delhi,28.620749,77.203354
"HRBR Layout, Bengaluru, Karnataka",Not Delhi,13.019144,77.646454
"Bhawanipur Rajdham, Bihar",Not Delhi,25.649021,87.142052
"Maharashtra Society, Ellisbridge, Ahmedabad, Gujarat",Not Delhi,23.028555,72.566948
"Dumbhal, Garib Nawaz Nagar, Surat, Gujarat",Not Delhi,21.184973,72.856926
"Ghatkopar, Mumbai, Maharashtra",Not Delhi,19.085649,72.908218
"Tajpur Rasoolpur, Uttar Pradesh",Not Delhi,27.904745,78.026436
"Virar West, Virar, Maharashtra",Not Delhi,19.462910,72.776001
"Jabbar Colony, Moradabad, Uttar Pradesh",Not Delhi,28.807949,78.770325
"Sultanpur, New Delhi",Delhi,28.493814,77.160629
"Sarkanda, Bilaspur, Chhattisgarh",Not Delhi,22.100241,82.146889
"Hakim Para, Siliguri, West Bengal",Not Delhi,26.714718,88.433372
"Old Malda, West Bengal",Not Delhi,25.057747,88.134972
"Malumichampatty, Tamil Nadu",Not Delhi,10.905185,77.000351
"Tajganj, Agra, Uttar Pradesh",Not Delhi,27.160357,78.054062
"Manthale Nagar, Moti Nagar, Latur, Maharashtra",Not Delhi,18.392300,76.582321
"Ansar Colony, Latur, Maharashtra",Not Delhi,18.404455,76.590057
"Kankaria, Ahmedabad, Gujarat",Not Delhi,23.006741,72.596245
"Panmala, Dattavadi, Pune, Maharashtra",Not Delhi,18.500895,73.839165
"Dwarikapuri, Aligarh, Uttar Pradesh",Not Delhi,27.879303,78.075546
"Shalimar Bagh, New Delhi",Delhi,28.717163,77.157906
"Royal shelters, Devarachikkanahalli, Bengaluru, Karnataka",Not Delhi,12.890294,77.618660
"Kundahalli, Bengaluru, Karnataka",Not Delhi,12.967507,77.709450
"Maltekdi, Amravati, Maharashtra",Not Delhi,20.932762,77.769150
"Sarafa, Amravati, Maharashtra",Not Delhi,20.932142,77.746864
"Dhanas, Chandigarh",Not Delhi,30.768398,76.753250
"Vasai West, Vasai, Maharashtra",Not Delhi,19.366636,72.816101
"Sector 66, Noida, Uttar Pradesh",Not Delhi,28.605511,77.376076
"Enumamula, Warangal, Telangana",Not Delhi,17.987816,79.625053
"Srinivas Nagar, Padmarao Nagar, Secunderabad, Telangana",Not Delhi,17.421736,78.512314
"Wadi, Vadodara, Gujarat",Not Delhi,22.293842,73.216766
"Navrangpura, Ahmedabad, Gujarat",Not Delhi,23.036406,72.561066
"Patel Nagar, Kathua, Jammu and Kashmir",Not Delhi,32.390320,75.518204
"Vitthaldi, Wani, Maharashtra",Not Delhi,20.063187,78.958031
"Panjtirthi, Jammu, Jammu and Kashmir",Not Delhi,32.741238,74.873344
"Pitampura, New Delhi",Delhi,28.699774,77.138596
"Ultadanga, Kolkata, West Bengal",Not Delhi,22.594044,88.385956
"Lalbagh, Lucknow, Uttar Pradesh",Not Delhi,26.846012,80.941322
"Paldi, Ahmedabad, Gujarat",Not Delhi,23.013054,72.562515
"Chembur, Mumbai, Maharashtra",Not Delhi,19.032801,72.896355
"Hanumana, Madhya Pradesh",Not Delhi,24.775000,82.089996
"Narela, New Delhi",Delhi,28.855574,77.090332
"Kachhpura, Uttar Pradesh",Not Delhi,27.182396,78.039871
"Rangpuri, New Delhi",Delhi,28.530846,77.108749
"Krishnanagar, Saijpur Bogha, Ahmedabad, Gujarat",Not Delhi,23.058451,72.645699
"Patti Kawan, Bahora Kalan, Haryana",Not Delhi,28.292063,76.851814
"Balongi, Sahibzada Ajit Singh Nagar, Punjab",Not Delhi,30.729311,76.694687
"Hatia, Ranchi, Jharkhand",Not Delhi,23.310863,85.307159
"Kharghar, Navi Mumbai, Maharashtra",Not Delhi,19.047321,73.069908
"Gandhipuram, Coimbatore, Tamil Nadu",Not Delhi,11.020522,76.966698
"Ganesh Baba Nagar, Nashik, Maharashtra",Not Delhi,19.981485,73.802940
"Paliyad, Gujarat",Not Delhi,23.381250,72.551537
"Sadar, Jabalpur, Madhya Pradesh",Not Delhi,23.152790,79.947327
"Rajendra Nagar, Mysuru, Karnataka",Not Delhi,12.329091,76.659714
"Padma Nagar, Bhiwandi, Maharashtra",Not Delhi,19.286274,73.064102
"Chikpete, Bengaluru, Karnataka",Not Delhi,12.970923,77.576317
"Vyankatesh Nagar, Sangli, Maharashtra",Not Delhi,16.867798,74.572609
"Attiguppe, Bengaluru, Karnataka",Not Delhi,12.959791,77.528976
"Kamarajar Salai, Kanchipuram, Tamil Nadu",Not Delhi,12.834982,79.703850
"Papachi Tikati, Kolhapur, Maharashtra",Not Delhi,16.699011,74.220757
"Rasoolpur, Barabanki, Uttar Pradesh",Not Delhi,26.929331,81.197067
"Buddha Colony, Patna, Bihar",Not Delhi,25.622780,85.128548
"Naraina, New Delhi",Delhi,28.632141,77.138855
"Garkheda, Aurangabad, Maharashtra",Not Delhi,19.858644,75.355797
"Ambedkar Nagar, Uttar Pradesh",Not Delhi,26.468395,82.691544
"Motera, Swamannagar, Gujarat",Not Delhi,23.104681,72.602852
"Mallampet, Hyderabad, Telangana",Not Delhi,17.550219,78.335861
"Pethuchettypet, Lawspet, Puducherry, Tamil Nadu",Not Delhi,11.956956,79.820572
"Basaveshwara Nagar, Bengaluru, Karnataka",Not Delhi,12.988618,77.538284
"Juinagar, Navi Mumbai, Maharashtra",Not Delhi,19.051493,73.014992
"Siraspur, New Delhi",Delhi,28.761915,77.139069
"Vartak Nagar, Thane West, Thane, Maharashtra",Not Delhi,19.208258,72.961014
"Ravet, Pimpri-Chinchwad, Maharashtra",Not Delhi,18.652252,73.741905
"Thakurli, Dombivli East, Dombivli, Maharashtra",Not Delhi,19.223276,73.098938
"Ambamata, Udaipur, Rajasthan",Not Delhi,24.585646,73.675850
"C.O.D Colony, Rajwara, Kamla Nagar, Agra, Uttar Pradesh",Not Delhi,27.213606,78.031471
"Attar Mohalla, Thanjavur, Tamil Nadu",Not Delhi,10.786621,79.138565
"Adarsh Nagar, New Delhi",Delhi,28.719646,77.174065
"Benz Circle, Vijayawada, Andhra Pradesh",Not Delhi,16.499725,80.656067
"Adugodi, Bengaluru, Karnataka",Not Delhi,12.942004,77.608307
"Paper Town, Bhadravati, Karnataka",Not Delhi,13.813026,75.705162
"Baba Deep Singh Nagar, Ludhiana, Punjab",Not Delhi,30.860659,75.852669
"Pati Afgaan, Haryana",Not Delhi,29.819033,76.389435
"Pudur, Coimbatore, Tamil Nadu",Not Delhi,11.010286,76.990662
"Sukur Park, Manisha Nagar, Thane, Maharashtra",Not Delhi,19.198675,72.994644
"Thimmarajapuram, Tirunelveli, Tamil Nadu",Not Delhi,8.736721,77.752357
"Mugalpura, Gohana, Haryana",Not Delhi,29.139343,76.702637
"Chanchal, West Bengal",Not Delhi,25.383047,88.016739
"Gandhi Nagar, Chikhli, Maharashtra",Not Delhi,20.348515,76.262573
"Pardesi Pura, Chaitanyawadi, Buldana, Maharashtra",Not Delhi,20.533703,76.183929
"Nawabganj, Kanpur, Uttar Pradesh",Not Delhi,26.492607,80.301811
"Swargate, Pune, Maharashtra",Not Delhi,18.501059,73.862686
"Kedarnath, Uttarakhand",Not Delhi,30.734627,79.066895
"Kamothe, Navi Mumbai, Maharashtra",Not Delhi,19.016804,73.096458
"Bhagwanpur, Bihar",Not Delhi,26.128012,85.361420
"Ziaguda, Hyderabad, Telangana",Not Delhi,17.366859,78.449333
"Gawaleera, Uttar Pradesh",Not Delhi,29.943928,77.540581
"Saidham Society, Bhandup West, Mumbai, Maharashtra",Not Delhi,19.140718,72.923943
"Shri Punit Nagar, Mumbai, Maharashtra",Not Delhi,19.216101,72.848755
"Devara Jeevanahalli, Bengaluru, Karnataka",Not Delhi,13.010948,77.609467
"Malleshwara, Bengaluru, Karnataka",Not Delhi,13.003062,77.564293
"Borivali West, Mumbai, Maharashtra",Not Delhi,19.217907,72.847084
"Sindhrot, Gujarat",Not Delhi,22.329714,73.064514
"Pachengara, Uttar Pradesh",Not Delhi,25.108763,83.016296
"Seal Lane, Tangra, Kolkata, West Bengal",Not Delhi,22.555132,88.379776
"Balag, Himachal Pradesh",Not Delhi,31.378847,77.008324
"Dhankawadi, Pune, Maharashtra",Not Delhi,18.461620,73.850533
"Imalia, Damoh, Madhya Pradesh",Not Delhi,23.821827,79.428894
"Kalasiguda, Hyderabad, Telangana",Not Delhi,17.441378,78.490822
"Arumbakkam, Chennai, Tamil Nadu",Not Delhi,13.071954,80.211266
"Madipakkam, Chennai, Tamil Nadu",Not Delhi,12.965363,80.201653
"Kuvempunagar, Mysore division, Karnataka",Not Delhi,12.284066,76.628807
"Sahibabad, Ghaziabad, Uttar Pradesh",Not Delhi,28.662876,77.343407
"Pilakool, Thalassery, Kerala",Not Delhi,11.746790,75.494316
"Jhalana Chhod, Mansarovar, Jaipur, Rajasthan",Not Delhi,26.843037,75.773483
"Bowenpally, Secunderabad, Telangana",Not Delhi,17.464064,78.473976
"Azad Nagar, Bhilwara, Rajasthan",Not Delhi,25.326876,74.613693
"Barra, Kanpur, Uttar Pradesh",Not Delhi,26.427971,80.296242
"Kotturpuram, Chennai, Tamil Nadu",Not Delhi,13.018031,80.241096
"Mangolpuri, New Delhi",Delhi,28.692537,77.088425
"Dadri, Devsar, Haryana",Not Delhi,28.788055,76.122574
"Rampuri, Kalkaji, New Delhi",Delhi,28.536673,77.259552
"Sanjaynagar, Bengaluru, Karnataka",Not Delhi,13.036464,77.576759
"Airoli, Maharashtra",Not Delhi,19.157934,72.993477
"Goalpara, Assam",Not Delhi,26.170000,90.620003
"Bhalukdubi, Assam",Not Delhi,26.128725,90.615677
"Medavakkam, Chennai, Tamil Nadu",Not Delhi,12.917143,80.192352
"Pratap Nagar, Jaipur, Rajasthan",Not Delhi,26.806683,75.810730
"Scheme 78, Indore, Madhya Pradesh",Not Delhi,22.764351,75.891151
"Thaltej, Ahmedabad, Gujarat",Not Delhi,23.049736,72.511726
"Mohan Nagar, Hindaun, Rajasthan",Not Delhi,26.736624,77.034431
"Valasaravakkam, Chennai, Tamil Nadu",Not Delhi,13.048472,80.177490
"Satellite, Ahmedabad",Not Delhi,23.030357,72.517845
"Indira Nagar, Lucknow, Uttar Pradesh",Not Delhi,26.883301,80.983299
"Indirapuram, Uttar Pradesh",Not Delhi,28.641485,77.371384
"Jule, Solapur, Maharashtra",Not Delhi,17.628536,75.914803
"Salem Tabri, Ludhiana, Punjab",Not Delhi,30.932747,75.837418
"Haripura, Vadodara, Gujarat",Not Delhi,22.302227,73.171631
"Nanpura, Surat, Gujarat",Not Delhi,21.190109,72.813934
"Chinar Fortune City, Bhopal, Madhya Pradesh",Not Delhi,23.179260,77.454422
"Radika Park, Anand, Gujarat",Not Delhi,22.556000,72.950996
"Andheri West, Mumbai",Not Delhi,19.136326,72.827660
"Kidwaipur Postal Colony, Patna, Bihar",Not Delhi,25.615042,85.126984
"Mettuguda, Secunderabad, Telangana",Not Delhi,17.433865,78.523125
"Rakabganj, Agra, Uttar Pradesh",Not Delhi,27.171347,78.016685
"Baliawas, New Delhi, Haryana",Delhi,28.430943,77.131432
"Ramgarh, Jharkhand",Not Delhi,23.634380,85.526421
"Safdarjung Enclave, New Delhi",Delhi,28.563286,77.191154
"Vile Parle, Mumbai, Maharashtra",Not Delhi,19.102512,72.845367
"Maninagar, Ahmedabad, Gujarat",Not Delhi,22.996170,72.599586
"Chepauk, Triplicane, Chennai, Tamil Nadu",Not Delhi,13.064262,80.283791
"Harlur, Bengaluru, Karnataka",Not Delhi,12.900836,77.669907
"Laxmi Nagar, New Delhi",Delhi,28.636589,77.274315
"Elachipalayam, Tamil Nadu",Not Delhi,11.385917,78.013832
"West Garo Hills, Meghalaya",Not Delhi,25.567938,90.224464
"Purba Medinipur, West Bengal",Not Delhi,21.937288,87.776337
"Sopore, Jammu and Kashmir",Not Delhi,34.298676,74.470146
"Old Housing Board Colony, Panipat, Haryana",Not Delhi,29.396534,76.962662
"Jambli Naka, Thane, Maharashtra",Not Delhi,19.190956,72.978828
"Rani Bazar, Bikaner, Rajasthan",Not Delhi,28.007235,73.317078
"College Road, Nashik, Maharashtra",Not Delhi,20.003805,73.760559
"Barari, Bihar",Not Delhi,25.503117,87.366180
"Thillai Nagar, Sangillyandapuram, Tiruchirappalli, Tamil Nadu",Not Delhi,10.793190,78.686676
"Lasudia Mori, Indore, Madhya Pradesh",Not Delhi,22.790840,75.894058
"Kishanganj, Bihar",Not Delhi,26.307793,87.776337
"Teynampet, Chennai, Tamil Nadu",Not Delhi,13.044403,80.251648
"Shanti Nagar, Fatehpur, Uttar Pradesh",Not Delhi,25.927673,80.826889
"Anna Nagar, Saidapet, Chennai, Tamil Nadu",Not Delhi,13.018410,80.223068
"Mhasva, Maharashtra",Not Delhi,20.894115,75.227486
"Satpur, Nashik, Maharashtra",Not Delhi,19.997440,73.721283
"Gottigere, Bangalore, Karnataka",Not Delhi,12.862374,77.587730
"Adugodi, Bangalore, Karnataka",Not Delhi,12.943882,77.609222
"ATT Colony, Coimbatore, Tamil Nadu",Not Delhi,11.009958,76.971504
"Ram Nagar, Jaipur, Rajasthan",Not Delhi,26.900333,75.773911
"Saraspur, Ahmedabad, Gujarat",Not Delhi,23.029661,72.612160
"Pipliyahana, Indore, Madhya Pradesh",Not Delhi,22.709221,75.902046
"Tehri Garhwal, Uttarakhand",Not Delhi,30.293461,78.524094
"Saraswathipuram, Mysore, Karnataka",Not Delhi,12.304202,76.632607
"Bemina, Srinagar, Jammu and Kashmir",Not Delhi,34.076550,74.774666
"Rudravaram, Andhra Pradesh",Not Delhi,15.757119,78.089439
"Rohini, New Delhi",Delhi,28.737324,77.090981
"Kochadhaman, Kishan Ganj, Bihar",Not Delhi,26.105259,87.954308
"Mulund West, Maharashtra",Not Delhi,19.174673,72.943108
"Sabarmati, Ahmedabad, Gujarat",Not Delhi,23.084591,72.588501
"Basni, Jodhpur, Rajasthan",Not Delhi,26.223370,72.998917
"Gumanpura, Kota, Rajasthan",Not Delhi,25.162998,75.845322
"Meyyanur, Salem, Tamil Nadu",Not Delhi,11.671406,78.132210
"Sithio, Jharkhand",Not Delhi,23.397568,84.718498
"Wadala Village, Wadala, Mumbai, Maharashtra",Not Delhi,19.023010,72.859352
"Paralakhemundi, Odisha",Not Delhi,18.778294,84.093651
"Gulabi Bagh, New Delhi",Delhi,28.672064,77.193459
"Kukatpally, Hyderabad",Not Delhi,17.491659,78.391983
"Ludhiana, Punjab",Not Delhi,30.900965,75.857277
"Paharganj, New Delhi",Delhi,28.642361,77.217110
"Vikhroli East, Mumbai, Maharashtra",Not Delhi,19.105270,72.934372
"Bhandup West, Mumbai, Maharashtra",Not Delhi,19.149900,72.931137
"Andul, West Bengal",Not Delhi,22.583170,88.237656
"Jangpura, New Delhi",Delhi,28.581804,77.247704
"Howrah, West Bengal",Not Delhi,22.595770,88.263641
"Kalahandi, Odisha",Not Delhi,20.103298,83.164902
"Gopalapuram, Tamil Nadu",Not Delhi,17.103090,81.542862
"Koramangala, Bangalore",Not Delhi,12.934533,77.626579
"Mathikere, Bangalore, Karnataka",Not Delhi,13.021233,77.565781
"Jayankondam, Tamil Nadu",Not Delhi,11.218143,79.367897
"Dabgram, Siliguri, West Bengal",Not Delhi,26.691944,88.451271
"Gurgaon Rural, Haryana",Not Delhi,28.481216,77.019135
"Whitefield, Karnataka",Not Delhi,12.971389,77.750130
"Churchgate, Mumbai, Maharashtra",Not Delhi,18.932245,72.826439
"Shirol, Maharashtra",Not Delhi,16.736004,74.604118
"Prabhadevi, Mumbai",Not Delhi,19.016439,72.829422
"Beliaghata, Kolkata, West Bengal",Not Delhi,22.567415,88.392433
"Cuffe Parade, Mumbai, Maharashtra",Not Delhi,18.914042,72.821693
"Bhuleshwar, Mumbai",Not Delhi,18.956259,72.830193
"Punjabi Market, Pratapgarh, Uttar Pradesh",Not Delhi,25.895248,81.939369
"Greenwood Sonata, Kolkata",Not Delhi,22.622389,88.452339
