Place Name,State,Latitude,Longitude
"Laxminagar Colony, Saidabad",Hyderabad,17.354765,78.51252
"Sadar Bazar, Bhopalgarh",Rajasthan,26.654217,73.498299
"Krishna Nagar, Veraval",Gujarat,20.908331,70.358711
"Yerramukkapalli, Kadapa",Andhra Pradesh,14.46267,78.823837
"Maradu, Ernakulam",Kerala,9.936811,76.323204
"Mahesh Nagar, Jaipur",Rajasthan,26.878786,75.784187
Sushant Lok Phase I,Haryana,28.463531,77.07695
"Thillaipuram, Periyapatti",Tamil Nadu,11.217669,78.162872
"Morya Heights, Kharghar, Navi Mumbai",Maharashtra,19.046707,73.08078
"Madhapar, Bhuj",Gujarat,23.239769,69.669014
"Gomti Nagar, Lucknow",Uttar Pradesh,26.86241,81.020348
"Subhash Nagar, Bhilwara",Rajasthan,25.341543,74.655357
Gachibowli,Maharashtra,17.440081,78.348915
"Vadgaon Budruk, Pune",Maharashtra,18.466921,73.826561
"Yamuna Nivas, Khadewadi",Maharashtra,18.444799,73.809181
"Chheharta, Amritsar",Punjab,31.626261,74.789291
Mannans Colony,Hyderabad,17.356298,78.448547
"Kodamkulangara, Ernakulam",Kerala,9.957396,76.342911
Gaonri,Rajasthan,24.58176,76.165329
"Tudiyana, Dausa",Rajasthan,26.891129,76.332848
"Jayraj Plot, Rajkot",Gujarat,22.290136,70.810135
"Shastri Nagar, New Delhi",Delhi,28.670048,77.181854
"Masjid Moth, Southe Extension II, New Delhi",Delhi,28.562492,77.219406
"Khajrana, Indore",Madhya Pradesh,22.731457,75.914391
"Ramnagar, Morena",Madhya Pradesh,26.50474,78.005814
"Kandigai, Chennai",Tamil Nadu,13.12462,80.193176
Saidabad,Hyderabad,17.357361,78.511192
"Bhoothnath Nagar, Lalapur",Uttar Pradesh,28.07062,80.486359
"Karave Village, Navi Mumbai",Maharashtra,19.016426,73.010269
Supaul,Bihar,27.282644,84.599503
"Hyde Park district, Jaipur",Rajasthan,26.84852,75.787766
"Ber Sarai, Munirka, New Delhi",Delhi,28.549587,77.180496
Peyodu,Tamil Nadu,8.159477,77.353973
"Borda, Margao",Goa,15.286691,73.96978
Namli,Madhya Pradesh,23.459316,75.062576
"Marapalam, Erode",Tamil Nadu,11.338637,77.731224
"Nehru Nagar, Ghaziabad",Uttar Pradesh,28.653933,77.445244
"New Sneh Nagar, Nagpur",Maharashtra,21.106831,79.065918
"Khalsa, Mansa",Punjab,29.995493,75.394318
Men,Bihar,25.027067,84.885452
"Shenda Park, Kolhapur",Maharashtra,16.669649,74.237007
"Akurdi, Vitthalvadi, Pimpri-Chinchwad",Maharashtra,18.65089,73.778496
"Rakab Ganj, New Delhi",Delhi,28.620749,77.203354
"HRBR Layout, Bengaluru",Karnataka,13.019144,77.646454
Bhawanipur Rajdham,Bihar,25.649021,87.142052
"Maharashtra Society, Ellisbridge, Ahmedabad",Gujarat,23.028555,72.566948
"Dumbhal, Garib Nawaz Nagar, Surat",Gujarat,21.184973,72.856926
"Ghatkopar, Mumbai",Maharashtra,19.085649,72.908218
Tajpur Rasoolpur,Uttar Pradesh,27.904745,78.026436
"Virar West, Virar",Maharashtra,19.46291,72.776001
"Jabbar Colony, Moradabad",Uttar Pradesh,28.807949,78.770325
"Sultanpur, New Delhi",Delhi,28.493814,77.160629
"Sarkanda, Bilaspur",Chhattisgarh,22.100241,82.146889
"Hakim Para, Siliguri",West Bengal,26.714718,88.433372
Old Malda,West Bengal,25.057747,88.134972
Malumichampatty,Tamil Nadu,10.905185,77.000351
"Tajganj, Agra",Uttar Pradesh,27.160357,78.054062
"Manthale Nagar, Moti Nagar, Latur",Maharashtra,18.3923,76.582321
"Ansar Colony, Latur",Maharashtra,18.404455,76.590057
"Kankaria, Ahmedabad",Gujarat,23.006741,72.596245
"Panmala, Dattavadi, Pune",Maharashtra,18.500895,73.839165
"Dwarikapuri, Aligarh",Uttar Pradesh,27.879303,78.075546
"Shalimar Bagh, New Delhi",Delhi,28.717163,77.157906
"Royal shelters, Devarachikkanahalli, Bengaluru",Karnataka,12.890294,77.61866
"Kundahalli, Bengaluru",Karnataka,12.967507,77.70945
"Maltekdi, Amravati",Maharashtra,20.932762,77.76915
"Sarafa, Amravati",Maharashtra,20.932142,77.746864
"Dhanas, Chandigarh",Punjab,30.768398,76.75325
"Vasai West, Vasai",Maharashtra,19.366636,72.816101
"Sector 66, Noida",Uttar Pradesh,28.605511,77.376076
"Enumamula, Warangal",Maharashtra,17.987816,79.625053
"Srinivas Nagar, Padmarao Nagar, Secunderabad",Hyderabad,17.421736,78.512314
"Wadi, Vadodara",Gujarat,22.293842,73.216766
"Navrangpura, Ahmedabad",Gujarat,23.036406,72.561066
"Patel Nagar, Kathua",Jammu and Kashmir,32.39032,75.518204
"Vitthaldi, Wani",Maharashtra,20.063187,78.958031
"Panjtirthi, Jammu",Jammu and Kashmir,32.741238,74.873344
"Pitampura, New Delhi",Delhi,28.699774,77.138596
"Ultadanga, Kolkata",West Bengal,22.594044,88.385956
"Lalbagh, Lucknow",Uttar Pradesh,26.846012,80.941322
"Paldi, Ahmedabad",Gujarat,23.013054,72.562515
"Chembur, Mumbai",Maharashtra,19.032801,72.896355
Hanumana,Madhya Pradesh,24.775,82.089996
"Narela, New Delhi",Delhi,28.855574,77.090332
Kachhpura,Uttar Pradesh,27.182396,78.039871
"Rangpuri, New Delhi",Delhi,28.530846,77.108749
"Krishnanagar, Saijpur Bogha, Ahmedabad",Gujarat,23.058451,72.645699
"Patti Kawan, Bahora Kalan, Haryana",Haryana,28.292063,76.851814
"Balongi, Sahibzada Ajit Singh Nagar",Punjab,30.729311,76.694687
"Hatia, Ranchi",Jharkhand,23.310863,85.307159
"Kharghar, Navi Mumbai",Maharashtra,19.047321,73.069908
"Gandhipuram, Coimbatore",Tamil Nadu,11.020522,76.966698
"Ganesh Baba Nagar, Nashik",Maharashtra,19.981485,73.80294
Paliyad,Gujarat,23.38125,72.551537
"Sadar, Jabalpur",Madhya Pradesh,23.15279,79.947327
"Rajendra Nagar, Mysuru",Karnataka,12.329091,76.659714
"Padma Nagar, Bhiwandi",Maharashtra,19.286274,73.064102
"Chikpete, Bengaluru",Karnataka,12.970923,77.576317
"Vyankatesh Nagar, Sangli",Maharashtra,16.867798,74.572609
"Attiguppe, Bengaluru",Karnataka,12.959791,77.528976
"Kamarajar Salai, Kanchipuram",Tamil Nadu,12.834982,79.70385
"Papachi Tikati, Kolhapur",Maharashtra,16.699011,74.220757
"Rasoolpur, Barabanki",Uttar Pradesh,26.929331,81.197067
"Buddha Colony, Patna",Bihar,25.62278,85.128548
"Naraina, New Delhi",Delhi,28.632141,77.138855
"Garkheda, Aurangabad",Maharashtra,19.858644,75.355797
Ambedkar Nagar,Uttar Pradesh,26.468395,82.691544
"Motera, Swamannagar",Gujarat,23.104681,72.602852
Mallampet,Hyderabad,17.550219,78.335861
"Pethuchettypet, Lawspet, Puducherry",Tamil Nadu,11.956956,79.820572
"Basaveshwara Nagar, Bengaluru",Karnataka,12.988618,77.538284
"Juinagar, Navi Mumbai",Maharashtra,19.051493,73.014992
"Siraspur, New Delhi",Delhi,28.761915,77.139069
"Vartak Nagar, Thane West, Thane",Maharashtra,19.208258,72.961014
"Ravet, Pimpri-Chinchwad",Maharashtra,18.652252,73.741905
"Thakurli, Dombivli East, Dombivli",Maharashtra,19.223276,73.098938
"Ambamata, Udaipur",Rajasthan,24.585646,73.67585
"C.O.D Colony, Rajwara, Kamla Nagar, Agra",Uttar Pradesh,27.213606,78.031471
"Attar Mohalla, Thanjavur",Tamil Nadu,10.786621,79.138565
"Adarsh Nagar, New Delhi",Delhi,28.719646,77.174065
"Benz Circle, Vijayawada",Andhra Pradesh,16.499725,80.656067
"Adugodi, Bengaluru",Karnataka,12.942004,77.608307
"Paper Town, Bhadravati",Karnataka,13.813026,75.705162
"Baba Deep Singh Nagar, Ludhiana",Punjab,30.860659,75.852669
"Pati Afgaan, Haryana",Haryana,29.819033,76.389435
"Pudur, Coimbatore",Tamil Nadu,11.010286,76.990662
"Sukur Park, Manisha Nagar, Thane",Maharashtra,19.198675,72.994644
"Thimmarajapuram, Tirunelveli",Tamil Nadu,8.736721,77.752357
"Mugalpura, Gohana, Haryana",Haryana,29.139343,76.702637
Chanchal,West Bengal,25.383047,88.016739
"Gandhi Nagar, Chikhli",Maharashtra,20.348515,76.262573
"Pardesi Pura, Chaitanyawadi, Buldana",Maharashtra,20.533703,76.183929
"Nawabganj, Kanpur",Uttar Pradesh,26.492607,80.301811
"Swargate, Pune",Maharashtra,18.501059,73.862686
"Kedarnath, Uttarakhand",Uttar Pradesh,30.734627,79.066895
"Kamothe, Navi Mumbai",Maharashtra,19.016804,73.096458
Bhagwanpur,Bihar,26.128012,85.36142
Ziaguda,Hyderabad,17.366859,78.449333
Gawaleera,Uttar Pradesh,29.943928,77.540581
"Saidham Society, Bhandup West, Mumbai",Maharashtra,19.140718,72.923943
"Shri Punit Nagar, Mumbai",Maharashtra,19.216101,72.848755
"Devara Jeevanahalli, Bengaluru",Karnataka,13.010948,77.609467
"Malleshwara, Bengaluru",Karnataka,13.003062,77.564293
"Borivali West, Mumbai",Maharashtra,19.217907,72.847084
Sindhrot,Gujarat,22.329714,73.064514
Pachengara,Uttar Pradesh,25.108763,83.016296
"Seal Lane, Tangra, Kolkata",West Bengal,22.555132,88.379776
Balag,Himachal Pradesh,31.378847,77.008324
"Dhankawadi, Pune",Maharashtra,18.46162,73.850533
"Imalia, Damoh",Madhya Pradesh,23.821827,79.428894
Kalasiguda,Hyderabad,17.441378,78.490822
"Arumbakkam, Chennai",Tamil Nadu,13.071954,80.211266
"Madipakkam, Chennai",Tamil Nadu,12.965363,80.201653
"Kuvempunagar, Mysore division",Karnataka,12.284066,76.628807
"Sahibabad, Ghaziabad",Uttar Pradesh,28.662876,77.343407
"Pilakool, Thalassery",Kerala,11.74679,75.494316
"Jhalana Chhod, Mansarovar, Jaipur",Rajasthan,26.843037,75.773483
"Bowenpally, Secunderabad",Hyderabad,17.464064,78.473976
"Azad Nagar, Bhilwara",Rajasthan,25.326876,74.613693
"Barra, Kanpur",Uttar Pradesh,26.427971,80.296242
"Kotturpuram, Chennai",Tamil Nadu,13.018031,80.241096
"Mangolpuri, New Delhi",Delhi,28.692537,77.088425
"Dadri, Devsar, Haryana",Haryana,28.788055,76.122574
"Rampuri, Kalkaji, New Delhi",Delhi,28.536673,77.259552
"Sanjaynagar, Bengaluru",Karnataka,13.036464,77.576759
Airoli,Maharashtra,19.157934,72.993477
Goalpara,Assam,26.17,90.620003
Bhalukdubi,Assam,26.128725,90.615677
"Medavakkam, Chennai",Tamil Nadu,12.917143,80.192352
"Pratap Nagar, Jaipur",Rajasthan,26.806683,75.81073
"Scheme 78, Indore",Madhya Pradesh,22.764351,75.891151
"Thaltej, Ahmedabad",Gujarat,23.049736,72.511726
"Mohan Nagar, Hindaun",Rajasthan,26.736624,77.034431
"Valasaravakkam, Chennai",Tamil Nadu,13.048472,80.17749
"Satellite, Ahmedabad",Gujarat,23.030357,72.517845
"Indira Nagar, Lucknow",Uttar Pradesh,26.883301,80.983299
Indirapuram,Uttar Pradesh,28.641485,77.371384
"Jule, Solapur",Maharashtra,17.628536,75.914803
"Salem Tabri, Ludhiana",Punjab,30.932747,75.837418
"Haripura, Vadodara",Gujarat,22.302227,73.171631
"Nanpura, Surat",Gujarat,21.190109,72.813934
"Chinar Fortune City, Bhopal",Madhya Pradesh,23.17926,77.454422
"Radika Park, Anand",Gujarat,22.556,72.950996
"Andheri West, Mumbai",Maharashtra,19.136326,72.82766
"Kidwaipur Postal Colony, Patna",Bihar,25.615042,85.126984
"Mettuguda, Secunderabad",Hyderabad,17.433865,78.523125
"Rakabganj, Agra",Uttar Pradesh,27.171347,78.016685
"Baliawas, New Delhi, Haryana",Haryana,28.430943,77.131432
Ramgarh,Jharkhand,23.63438,85.526421
"Safdarjung Enclave, New Delhi",Delhi,28.563286,77.191154
"Vile Parle, Mumbai",Maharashtra,19.102512,72.845367
"Maninagar, Ahmedabad",Gujarat,22.99617,72.599586
"Chepauk, Triplicane, Chennai",Tamil Nadu,13.064262,80.283791
"Harlur, Bengaluru",Karnataka,12.900836,77.669907
"Laxmi Nagar, New Delhi",Delhi,28.636589,77.274315
Elachipalayam,Tamil Nadu,11.385917,78.013832
West Garo Hills,Meghalaya,25.567938,90.224464
Purba Medinipur,West Bengal,21.937288,87.776337
Sopore,Jammu and Kashmir,34.298676,74.470146
"Old Housing Board Colony, Panipat, Haryana",Haryana,29.396534,76.962662
"Jambli Naka, Thane",Maharashtra,19.190956,72.978828
"Rani Bazar, Bikaner",Rajasthan,28.007235,73.317078
"College Road, Nashik",Maharashtra,20.003805,73.760559
Barari,Bihar,25.503117,87.36618
"Thillai Nagar, Sangillyandapuram, Tiruchirappalli",Tamil Nadu,10.79319,78.686676
"Lasudia Mori, Indore",Madhya Pradesh,22.79084,75.894058
Kishanganj,Bihar,26.307793,87.776337
"Teynampet, Chennai",Tamil Nadu,13.044403,80.251648
"Shanti Nagar, Fatehpur",Uttar Pradesh,25.927673,80.826889
"Anna Nagar, Saidapet, Chennai",Tamil Nadu,13.01841,80.223068
Mhasva,Maharashtra,20.894115,75.227486
"Satpur, Nashik",Maharashtra,19.99744,73.721283
"Gottigere, Bangalore",Karnataka,12.862374,77.58773
"Adugodi, Bangalore",Karnataka,12.943882,77.609222
"ATT Colony, Coimbatore",Tamil Nadu,11.009958,76.971504
"Ram Nagar, Jaipur",Rajasthan,26.900333,75.773911
"Saraspur, Ahmedabad",Gujarat,23.029661,72.61216
"Pipliyahana, Indore",Madhya Pradesh,22.709221,75.902046
"Tehri Garhwal, Uttarakhand",Uttar Pradesh,30.293461,78.524094
"Saraswathipuram, Mysore",Karnataka,12.304202,76.632607
"Bemina, Srinagar",Jammu and Kashmir,34.07655,74.774666
Rudravaram,Andhra Pradesh,15.757119,78.089439
"Rohini, New Delhi",Delhi,28.737324,77.090981
"Kochadhaman, Kishan Ganj",Bihar,26.105259,87.954308
Mulund West,Maharashtra,19.174673,72.943108
"Sabarmati, Ahmedabad",Gujarat,23.084591,72.588501
"Basni, Jodhpur",Rajasthan,26.22337,72.998917
"Gumanpura, Kota",Rajasthan,25.162998,75.845322
"Meyyanur, Salem",Tamil Nadu,11.671406,78.13221
Sithio,Jharkhand,23.397568,84.718498
"Wadala Village, Wadala, Mumbai",Maharashtra,19.02301,72.859352
Paralakhemundi,Odisha,18.778294,84.093651
"Gulabi Bagh, New Delhi",Delhi,28.672064,77.193459
Kukatpally,Hyderabad,17.491659,78.391983
Ludhiana,Punjab,30.900965,75.857277
"Paharganj, New Delhi",Delhi,28.642361,77.21711
"Vikhroli East, Mumbai",Maharashtra,19.10527,72.934372
"Bhandup West, Mumbai",Maharashtra,19.1499,72.931137
Andul,West Bengal,22.58317,88.237656
"Jangpura, New Delhi",Delhi,28.581804,77.247704
Howrah,West Bengal,22.59577,88.263641
Kalahandi,Odisha,20.103298,83.164902
Gopalapuram,Tamil Nadu,17.10309,81.542862
"Koramangala, Bangalore",Karnataka,12.934533,77.626579
"Mathikere, Bangalore",Karnataka,13.021233,77.565781
Jayankondam,Tamil Nadu,11.218143,79.367897
"Dabgram, Siliguri",West Bengal,26.691944,88.451271
"Gurgaon Rural, Haryana",Haryana,28.481216,77.019135
Whitefield,Karnataka,12.971389,77.75013
"Churchgate, Mumbai",Maharashtra,18.932245,72.826439
Shirol,Maharashtra,16.736004,74.604118
"Prabhadevi, Mumbai",Maharashtra,19.016439,72.829422
"Beliaghata, Kolkata",West Bengal,22.567415,88.392433
"Cuffe Parade, Mumbai",Maharashtra,18.914042,72.821693
"Bhuleshwar, Mumbai",Maharashtra,18.956259,72.830193
"Punjabi Market, Pratapgarh",Uttar Pradesh,25.895248,81.939369
"Greenwood Sonata, Kolkata",West Bengal,22.622389,88.452339
